City ID,City,Lat,Lng,Max Temp,Current Description,Rain (inches),Snow (inches),Humidity,Cloudiness,Wind Speed,Country
0,barrow,71.2906,-156.7887,41.02,mist,0.0,0,100,100,4.61,US
1,belfast,54.5833,-5.9333,64.22,overcast clouds,0.0,0,62,97,13.8,GB
2,yellowknife,62.456,-114.3525,66.56,broken clouds,0.0,0,55,63,5.99,CA
3,qaanaaq,77.484,-69.3632,37.83,overcast clouds,0.0,0,94,100,8.61,GL
4,hermanus,-34.4187,19.2345,59.81,clear sky,0.0,0,81,1,14.03,ZA
5,east london,-33.0153,27.9116,75.61,clear sky,0.0,0,35,1,11.59,ZA
6,hilo,19.7297,-155.09,91.27,scattered clouds,0.0,0,69,40,5.01,US
7,dikson,73.5069,80.5464,40.44,light rain,0.55,0,94,100,19.17,RU
8,saskylakh,71.9167,114.0833,40.6,overcast clouds,0.0,0,72,100,10.13,RU
9,krasnoselkup,65.7,82.4667,55.51,scattered clouds,0.0,0,96,39,11.83,RU
10,castro,-24.7911,-50.0119,65.32,broken clouds,0.0,0,65,59,3.78,BR
11,rikitea,-23.1203,-134.9692,69.24,overcast clouds,0.0,0,68,100,14.23,PF
12,severo-kurilsk,50.6789,156.125,53.1,overcast clouds,0.0,0,93,100,20.89,RU
13,nishihara,26.1842,127.7558,85.28,few clouds,0.0,0,84,20,13.8,JP
14,chuy,-33.6971,-53.4616,63.93,overcast clouds,0.0,0,80,89,3.83,UY
15,bluff,-46.6,168.3333,32.81,broken clouds,0.0,0,78,60,7.63,NZ
16,manta,-0.95,-80.7333,75.94,scattered clouds,0.0,0,73,32,13.4,EC
17,nuuk,64.1835,-51.7216,47.01,overcast clouds,0.0,0,87,100,13.8,GL
18,margate,51.3813,1.3862,74.3,broken clouds,0.0,0,88,84,1.01,GB
19,dudinka,69.4058,86.1778,46.54,overcast clouds,0.0,0,83,94,5.95,RU
20,georgetown,5.4112,100.3354,80.89,few clouds,0.0,0,91,20,1.14,MY
21,upernavik,72.7868,-56.1549,42.57,overcast clouds,0.0,0,79,98,5.57,GL
22,ponta delgada,37.7333,-25.6667,74.12,scattered clouds,0.0,0,68,40,4.61,PT
23,lorengau,-2.0226,147.2712,79.75,clear sky,0.0,0,72,7,5.32,PG
24,mataura,-46.1927,168.8643,32.49,overcast clouds,0.0,0,86,100,2.53,NZ
25,tuktoyaktuk,69.4541,-133.0374,57.2,overcast clouds,0.0,0,88,100,5.75,CA
26,hambantota,6.1241,81.1185,78.06,broken clouds,0.0,0,82,71,18.43,LK
27,punta arenas,-53.15,-70.9167,44.11,scattered clouds,0.0,0,65,37,19.51,CL
28,vanavara,60.34,102.2797,44.56,overcast clouds,0.0,0,96,98,4.63,RU
29,oudtshoorn,-33.5907,22.2014,69.6,clear sky,0.0,0,27,3,6.55,ZA
30,ketchikan,55.3422,-131.6461,71.89,few clouds,0.0,0,68,15,5.48,US
31,naze,28.3667,129.4833,79.81,overcast clouds,0.0,0,86,100,10.94,JP
32,hamilton,39.1834,-84.5333,86.74,clear sky,0.0,0,47,0,3.0,US
33,avarua,-21.2078,-159.775,75.25,broken clouds,0.0,0,69,75,9.22,CK
34,busselton,-33.65,115.3333,52.75,overcast clouds,0.0,0,67,96,7.81,AU
35,alofi,-19.0595,-169.9187,75.87,clear sky,0.0,0,76,9,14.43,NU
36,chokurdakh,70.6333,147.9167,39.36,overcast clouds,0.0,0,85,100,11.92,RU
37,sitka,57.0531,-135.33,69.69,overcast clouds,0.0,0,74,86,4.99,US
38,jamestown,42.097,-79.2353,81.05,scattered clouds,0.0,0,55,40,5.99,US
39,saint-philippe,-21.3585,55.7679,71.19,scattered clouds,0.0,0,73,34,12.12,RE
40,bredasdorp,-34.5322,20.0403,54.07,clear sky,0.0,0,83,2,1.97,ZA
41,hobart,-42.8794,147.3294,48.25,broken clouds,0.0,0,87,75,4.61,AU
42,ushuaia,-54.8,-68.3,37.99,few clouds,0.0,0,72,24,8.59,AR
43,san quintin,30.4833,-115.95,77.52,few clouds,0.0,0,66,13,8.01,MX
44,boguchany,58.3814,97.4531,50.47,overcast clouds,0.0,0,99,95,3.51,RU
45,prince rupert,54.3161,-130.3201,70.48,clear sky,0.0,0,70,0,4.47,CA
46,kapaa,22.0752,-159.319,85.1,light rain,0.51,0,75,4,7.58,US
47,bechem,7.0903,-2.025,70.34,few clouds,0.0,0,96,11,2.04,GH
48,businga,3.3333,20.8833,73.98,overcast clouds,0.0,0,89,100,3.18,CD
49,ostrovnoy,68.0531,39.5131,46.47,overcast clouds,0.0,0,88,100,2.95,RU
50,meulaboh,4.1363,96.1285,74.82,overcast clouds,0.0,0,93,100,5.1,ID
51,dzaoudzi,-12.7887,45.2699,71.49,clear sky,0.0,0,83,0,3.44,YT
52,trogir,43.5125,16.2517,80.65,clear sky,0.0,0,41,0,5.75,HR
53,solnechnyy,50.7214,136.6319,54.54,broken clouds,0.0,0,76,84,3.06,RU
54,poya,-21.35,165.15,68.88,clear sky,0.0,0,81,0,3.24,NC
55,sorong,-0.8833,131.25,77.92,overcast clouds,0.0,0,84,100,3.27,ID
56,portland,45.5234,-122.6762,90.36,clear sky,0.0,0,53,0,8.01,US
57,whitehorse,60.7161,-135.0538,66.09,overcast clouds,0.0,0,59,100,13.0,CA
58,la orilla,17.9833,-102.2333,87.12,clear sky,0.0,0,61,10,11.01,MX
59,puerto leguizamo,-0.1934,-74.7819,82.44,overcast clouds,0.0,0,64,99,1.45,CO
60,kaitangata,-46.2817,169.8464,37.44,overcast clouds,0.0,0,77,100,3.18,NZ
61,ponta do sol,32.6667,-17.1,74.71,clear sky,0.0,0,77,1,4.12,PT
62,cuamba,-14.8031,36.5372,66.74,clear sky,0.0,0,65,5,6.33,MZ
63,srandakan,-7.9386,110.2506,73.96,overcast clouds,0.0,0,85,99,9.33,ID
64,khatanga,71.9667,102.5,46.9,overcast clouds,0.0,0,95,100,14.43,RU
65,katsuura,35.1333,140.3,76.35,overcast clouds,0.0,0,89,99,11.36,JP
66,hobyo,5.3505,48.5268,76.64,overcast clouds,0.0,0,81,99,22.1,SO
67,albany,42.6001,-73.9662,85.23,broken clouds,0.0,0,52,82,7.54,US
68,menongue,-14.6585,17.691,61.32,scattered clouds,0.0,0,34,26,4.76,AO
69,sabaudia,41.3003,13.0282,77.04,few clouds,0.0,0,76,18,9.17,IT
70,santa maria,-29.6842,-53.8069,69.1,clear sky,0.0,0,73,0,3.44,BR
71,vestmanna,62.1564,-7.1664,52.72,light intensity drizzle,0.0,0,94,100,6.91,FO
72,kodiak,57.79,-152.4072,58.51,broken clouds,0.0,0,88,75,6.91,US
73,cape town,-33.9258,18.4232,59.34,light rain,0.25,0,79,100,11.99,ZA
74,okhotsk,59.3833,143.3,55.18,overcast clouds,0.0,0,77,100,10.85,RU
75,arraial do cabo,-22.9661,-42.0278,66.63,overcast clouds,0.0,0,87,99,21.9,BR
76,ilulissat,69.2167,-51.1,53.62,broken clouds,0.0,0,47,75,16.11,GL
77,katangli,51.7102,143.2326,50.61,clear sky,0.0,0,92,5,10.4,RU
78,new norfolk,-42.7826,147.0587,48.92,overcast clouds,0.0,0,88,100,3.06,AU
79,alyangula,-13.8483,136.4192,68.31,broken clouds,0.0,0,51,55,20.6,AU
80,esso,55.9333,158.7,52.3,light rain,0.15,0,94,100,4.9,RU
81,puerto ayora,-0.7393,-90.3518,69.55,overcast clouds,0.0,0,83,96,3.0,EC
82,san carlos de bariloche,-41.1456,-71.3082,43.27,scattered clouds,0.0,0,66,47,8.66,AR
83,port lincoln,-34.7333,135.8667,53.11,overcast clouds,0.0,0,87,100,6.87,AU
84,longyearbyen,78.2186,15.6401,42.64,light rain,0.0,0,81,75,11.5,SJ
85,santa fe,-31.6333,-60.7,86.0,clear sky,0.0,0,35,6,4.0,AR
86,la ronge,55.1001,-105.2842,68.92,few clouds,0.0,0,51,21,3.8,CA
87,verkhnyaya inta,65.9811,60.3094,47.95,clear sky,0.0,0,72,6,10.27,RU
88,aligudarz,33.4006,49.6949,66.58,broken clouds,0.0,0,23,58,5.57,IR
89,ribeira grande,38.5167,-28.7,75.6,scattered clouds,0.0,0,78,40,0.0,PT
90,newport,51.5877,-2.9984,67.44,overcast clouds,0.0,0,84,100,4.47,GB
91,tallahassee,30.4383,-84.2807,88.09,broken clouds,0.0,0,71,75,6.91,US
92,geraldton,-28.7667,114.6,48.61,overcast clouds,0.0,0,71,100,10.36,AU
93,luderitz,-26.6481,15.1594,57.04,few clouds,0.0,0,91,11,2.55,NA
94,torbay,47.6666,-52.7314,72.75,overcast clouds,0.0,0,91,87,14.81,CA
95,bethel,41.3712,-73.414,89.64,few clouds,0.0,0,52,20,4.94,US
96,haines junction,60.7522,-137.5108,56.07,overcast clouds,0.0,0,93,100,3.62,CA
97,kiunga,-6.1219,141.2906,72.46,overcast clouds,0.0,0,99,100,1.72,PG
98,nanortalik,60.1432,-45.2371,43.95,broken clouds,0.0,0,90,58,1.9,GL
99,cullinan,-25.6709,28.5236,57.81,clear sky,0.0,0,42,0,3.85,ZA
100,nagapattinam,10.7667,79.8333,78.57,overcast clouds,0.0,0,77,100,12.35,IN
101,atuona,-9.8,-139.0333,77.59,overcast clouds,0.0,0,66,92,10.56,PF
102,vao,-22.6667,167.4833,72.39,clear sky,0.0,0,75,0,7.4,NC
103,richards bay,-28.783,32.0377,66.79,clear sky,0.0,0,72,0,12.95,ZA
104,port said,31.2565,32.2841,82.38,clear sky,0.0,0,78,0,10.36,EG
105,bontang,0.1333,117.5,75.96,overcast clouds,0.0,0,90,100,3.76,ID
106,san pedro,14.35,121.0167,77.36,overcast clouds,0.0,0,94,100,3.83,PH
107,cabo san lucas,22.8909,-109.9124,94.6,few clouds,0.0,0,55,20,18.41,MX
108,bakchar,57.0186,82.0711,54.34,scattered clouds,0.0,0,96,27,4.65,RU
109,tumpat,6.1978,102.171,77.56,overcast clouds,0.0,0,89,100,4.32,MY
110,rawson,-43.3002,-65.1023,57.45,clear sky,0.0,0,29,5,16.11,AR
111,yining,29.0361,114.5636,77.09,broken clouds,0.0,0,93,80,2.15,CN
112,dubbo,-32.25,148.6167,44.73,overcast clouds,0.0,0,87,100,3.44,AU
113,faanui,-16.4833,-151.75,76.73,clear sky,0.0,0,77,3,11.52,PF
114,saint-leu,-21.15,55.2833,70.66,scattered clouds,0.0,0,68,29,8.39,RE
115,nikolskoye,59.7035,30.7861,73.29,overcast clouds,0.0,0,54,88,6.22,RU
116,namatanai,-3.6667,152.4333,77.7,light rain,0.5,0,82,86,3.69,PG
117,pisco,-13.7,-76.2167,63.01,scattered clouds,0.0,0,76,33,8.01,PE
118,bow island,49.8668,-111.3684,79.48,scattered clouds,0.0,0,29,46,3.83,CA
119,piranhas,-16.4269,-51.8222,91.11,overcast clouds,0.0,0,18,100,4.21,BR
120,novikovo,51.1537,37.8879,72.3,few clouds,0.0,0,38,15,7.92,RU
121,sinnamary,5.3833,-52.95,81.72,overcast clouds,0.0,0,78,91,7.58,GF
122,werota,11.9167,37.7,61.32,light rain,0.61,0,89,84,3.58,ET
123,siilinjarvi,63.0833,27.6667,60.82,overcast clouds,0.0,0,100,100,5.75,FI
124,cedral,23.8,-100.7333,82.33,overcast clouds,0.0,0,32,89,8.12,MX
125,muros,42.7762,-9.0603,72.09,scattered clouds,0.0,0,82,50,10.47,ES
126,sao gabriel da cachoeira,-0.1303,-67.0892,83.79,overcast clouds,0.0,0,62,94,1.86,BR
127,kenai,60.5544,-151.2583,59.14,overcast clouds,0.0,0,81,100,6.98,US
128,norman wells,65.282,-126.8329,75.36,overcast clouds,0.0,0,48,89,0.81,CA
129,kerch,45.3583,36.4758,83.32,scattered clouds,0.0,0,47,43,23.62,UA
130,cap malheureux,-19.9842,57.6142,68.47,broken clouds,0.0,0,70,79,5.01,MU
131,vaini,-21.2,-175.2,74.07,clear sky,0.0,0,78,2,14.9,TO
132,leningradskiy,69.3833,178.4167,40.6,broken clouds,0.0,0,83,52,8.84,RU
133,palmer,42.1584,-72.3287,87.4,scattered clouds,0.0,0,55,40,10.36,US
134,aksha,50.2814,113.2867,45.27,broken clouds,0.0,0,67,82,10.63,RU
135,mahebourg,-20.4081,57.7,70.09,scattered clouds,0.0,0,73,40,12.66,MU
136,palamas,39.4667,22.0833,69.62,light rain,0.15,0,82,100,1.79,GR
137,luoyang,34.6836,112.4536,75.56,overcast clouds,0.0,0,54,100,5.44,CN
138,thompson,55.7435,-97.8558,62.76,scattered clouds,0.0,0,34,40,8.05,CA
139,suratgarh,29.3167,73.9,83.52,scattered clouds,0.0,0,72,46,11.65,IN
140,port elizabeth,-33.918,25.5701,77.29,clear sky,0.0,0,43,0,9.22,ZA
141,arcachon,44.5875,-1.0519,86.32,clear sky,0.0,0,39,0,4.61,FR
142,vanimo,-2.6741,141.3028,77.72,broken clouds,0.0,0,88,73,5.08,PG
143,vredendal,-31.6683,18.5012,57.27,broken clouds,0.0,0,87,78,10.8,ZA
144,pacifica,37.6138,-122.4869,86.43,mist,0.0,0,82,75,21.99,US
145,mehran,33.1222,46.1646,94.41,clear sky,0.0,0,20,0,11.21,IR
146,half moon bay,37.4636,-122.4286,87.04,mist,0.0,0,72,75,4.61,US
147,talara,-4.5772,-81.2719,67.28,clear sky,0.0,0,76,1,18.75,PE
148,coquimbo,-29.9533,-71.3436,61.99,overcast clouds,0.0,0,74,93,5.46,CL
149,touros,-5.1989,-35.4608,77.36,scattered clouds,0.0,0,74,46,17.13,BR
150,miquelon,47.0975,-56.3814,68.0,overcast clouds,0.0,0,96,100,16.69,PM
151,palmas,-10.2128,-48.3603,95.67,few clouds,0.0,0,20,20,3.91,BR
152,gat,31.61,34.7642,83.39,clear sky,0.0,0,100,0,9.93,IL
153,vila,42.0304,-8.1588,65.28,few clouds,0.0,0,93,12,3.78,PT
154,kontagora,10.3999,5.4695,71.62,overcast clouds,0.0,0,91,100,2.42,NG
155,lamu,-2.2717,40.902,75.31,overcast clouds,0.0,0,83,91,17.81,KE
156,linxia,35.6003,103.2064,58.93,overcast clouds,0.0,0,80,100,0.25,CN
157,nemuro,43.3236,145.575,63.72,broken clouds,0.0,0,80,66,12.24,JP
158,ajdabiya,30.7554,20.2263,79.99,clear sky,0.0,0,59,0,13.24,LY
159,khasan,42.4308,130.6434,60.66,clear sky,0.0,0,86,0,4.45,RU
160,san patricio,28.017,-97.5169,93.07,overcast clouds,0.0,0,54,99,4.05,US
161,padang,-0.9492,100.3543,75.58,light rain,0.12,0,87,68,4.27,ID
162,makakilo city,21.3469,-158.0858,82.62,clear sky,0.0,0,67,1,2.71,US
163,bambanglipuro,-7.95,110.2833,73.92,overcast clouds,0.0,0,85,96,9.57,ID
164,ormara,25.2088,64.6357,81.0,overcast clouds,0.0,0,88,100,9.06,PK
165,port macquarie,-31.4333,152.9167,35.89,clear sky,0.0,0,74,0,5.59,AU
166,mlowo,-9.0,32.9833,55.33,scattered clouds,0.0,0,81,39,5.84,TZ
167,hithadhoo,-0.6,73.0833,81.36,overcast clouds,0.0,0,74,100,6.15,MV
168,gamba,-2.65,10.0,72.63,broken clouds,0.0,0,82,82,7.18,GA
169,dunmore town,25.5,-76.65,84.04,few clouds,0.0,0,72,17,8.57,BS
170,lucea,18.451,-78.1736,78.66,broken clouds,0.0,0,74,69,4.16,JM
171,guerrero negro,27.9769,-114.0611,87.22,broken clouds,0.0,0,47,77,8.48,MX
172,marsabit,2.3284,37.9899,67.53,scattered clouds,0.0,0,55,32,24.45,KE
173,paamiut,61.994,-49.6678,41.72,overcast clouds,0.0,0,99,100,9.51,GL
174,mar del plata,-38.0023,-57.5575,61.95,clear sky,0.0,0,66,0,4.0,AR
175,ancud,-41.8697,-73.8203,45.23,overcast clouds,0.0,0,66,100,6.13,CL
176,ourossogui,15.6064,-13.3211,85.91,light rain,0.15,0,63,100,10.36,SN
177,hami,42.8,93.45,73.27,broken clouds,0.0,0,15,76,1.61,CN
178,shalya,57.2471,58.7298,61.34,few clouds,0.0,0,83,19,3.18,RU
179,san jose,37.3394,-121.895,90.54,clear sky,0.0,0,50,0,9.22,US
180,fortuna,40.5982,-124.1573,64.65,overcast clouds,0.0,0,90,100,4.61,US
181,sechura,-5.5569,-80.8222,75.74,few clouds,0.0,0,57,11,15.26,PE
182,lahaina,20.8783,-156.6825,83.44,scattered clouds,0.0,0,78,27,3.94,US
183,mount pleasant,32.7941,-79.8626,87.98,few clouds,0.0,0,77,20,3.44,US
184,bonthe,7.5264,-12.505,75.06,heavy intensity rain,6.2,0,93,100,17.4,SL
185,aykhal,66.0,111.5,42.89,overcast clouds,0.0,0,73,100,7.58,RU
186,deep river,46.1001,-77.4995,77.95,broken clouds,0.0,0,45,53,8.19,CA
187,tezu,27.9167,96.1667,78.04,light rain,0.17,0,91,100,2.48,IN
188,airai,-8.9266,125.4092,54.05,overcast clouds,0.0,0,88,100,4.07,TL
189,lasa,46.6166,10.7002,62.87,few clouds,0.0,0,75,12,0.65,IT
190,provideniya,64.3833,-173.3,47.93,overcast clouds,0.0,0,80,97,9.46,RU
191,lebu,-37.6167,-73.65,49.57,broken clouds,0.0,0,75,53,18.05,CL
192,velyka lepetykha,47.1757,33.9436,81.43,clear sky,0.0,0,32,0,16.73,UA
193,gasa,31.5,34.4667,78.87,clear sky,0.0,0,70,0,15.32,PS
194,paita,-5.0892,-81.1144,68.77,clear sky,0.0,0,73,2,17.96,PE
195,hamada,34.8833,132.0833,75.85,broken clouds,0.0,0,94,57,5.41,JP
196,rudnogorsk,57.2639,103.7519,41.54,broken clouds,0.0,0,97,67,1.05,RU
197,port hedland,-20.3167,118.5667,64.45,clear sky,0.0,0,22,4,11.5,AU
198,ekhabi,53.5102,142.9671,49.48,clear sky,0.0,0,86,0,12.75,RU
199,port-gentil,-0.7193,8.7815,75.69,overcast clouds,0.0,0,80,100,10.0,GA
200,pozo colorado,-23.4923,-58.7972,89.6,broken clouds,0.0,0,29,68,6.96,PY
201,yerbogachen,61.2767,108.0108,46.92,overcast clouds,0.0,0,77,100,5.17,RU
202,labuhan,-6.8844,112.2051,74.48,few clouds,0.0,0,85,22,8.1,ID
203,chiang klang,19.2938,100.8617,74.73,overcast clouds,0.0,0,99,100,0.89,TH
204,nokaneng,-19.6667,22.2667,64.17,clear sky,0.0,0,31,5,8.14,BW
205,marzuq,14.4,46.4667,79.05,scattered clouds,0.0,0,57,39,8.21,YE
206,victoria,22.2855,114.1577,79.25,overcast clouds,0.0,0,93,87,15.01,HK
207,kosa,59.9445,54.9977,64.45,scattered clouds,0.0,0,78,25,5.86,RU
208,xuddur,4.1213,43.8894,75.63,overcast clouds,0.0,0,66,100,17.67,SO
209,cidreira,-30.1811,-50.2056,63.81,clear sky,0.0,0,77,1,7.14,BR
210,klaksvik,62.2266,-6.589,54.52,overcast clouds,0.0,0,96,100,7.38,FO
211,hasaki,35.7333,140.8333,73.29,overcast clouds,0.0,0,86,100,14.74,JP
212,shingu,33.7333,135.9833,77.43,few clouds,0.0,0,89,23,4.0,JP
213,lavrentiya,65.5833,-171.0,41.25,overcast clouds,0.0,0,95,100,5.55,RU
214,qostanay,53.1667,63.5833,61.09,clear sky,0.0,0,63,0,4.47,KZ
215,silver city,32.7701,-108.2803,76.96,scattered clouds,0.0,0,60,40,14.97,US
216,kayes,14.0,-11.0,74.23,overcast clouds,0.0,0,89,100,5.48,ML
217,tuatapere,-46.1333,167.6833,36.95,overcast clouds,0.0,0,79,95,3.13,NZ
218,port alfred,-33.5906,26.891,71.19,clear sky,0.0,0,42,3,1.01,ZA
219,takaka,-40.85,172.8,53.56,broken clouds,0.0,0,87,83,2.95,NZ
